abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,price
test,,2017,automatik,218,clk,150000,,5000
control,cabrio,1991,manuell,98,golf,150000,benzin,3000
test,kleinwagen,2009,manuell,67,i_reihe,90000,benzin,3299
control,kombi,2007,manuell,105,passat,150000,diesel,6500
test,kleinwagen,2005,manuell,0,fabia,80000,benzin,1850
control,limousine,2001,manuell,98,3_reihe,150000,benzin,1250
control,cabrio,1995,manuell,110,golf,125000,benzin,2500
test,,2000,manuell,125,a4,150000,benzin,275
control,coupe,2008,manuell,239,a5,150000,diesel,19000
test,cabrio,2003,manuell,231,z_reihe,150000,benzin,11500
test,limousine,2009,manuell,140,jetta,150000,diesel,8999
control,kleinwagen,2000,automatik,75,polo,150000,benzin,1500
control,limousine,2004,manuell,105,golf,125000,diesel,2500
test,limousine,1999,automatik,163,andere,150000,benzin,2599
test,limousine,1997,manuell,88,,150000,benzin,600
control,limousine,1999,manuell,75,golf,150000,,1799
test,,2017,automatik,116,3er,150000,benzin,2450
control,kombi,2004,automatik,150,3er,150000,diesel,4950
test,kleinwagen,2001,manuell,90,ibiza,20000,diesel,2700
test,bus,2003,manuell,0,touareg,150000,diesel,4500
control,limousine,2008,manuell,102,golf,80000,benzin,7999
test,andere,2003,,0,a3,150000,diesel,2900
test,limousine,1993,manuell,101,80,150000,benzin,1200
control,kleinwagen,1999,,60,,150000,,0
test,cabrio,2005,manuell,109,andere,60000,benzin,5300
test,limousine,2000,manuell,114,primera,150000,benzin,850
test,cabrio,2011,automatik,160,a3,60000,benzin,20600
test,limousine,2000,manuell,116,beetle,150000,benzin,2100
control,suv,2006,manuell,177,rav,150000,diesel,7000
control,kombi,2003,automatik,143,c_klasse,150000,benzin,4990
test,kombi,2003,manuell,65,combo,30000,diesel,1650
test,kleinwagen,2001,manuell,60,fiesta,150000,benzin,1050
control,kombi,1991,manuell,99,3er,150000,benzin,200
control,kleinwagen,1995,manuell,45,corsa,150000,benzin,110
control,limousine,2000,manuell,132,andere,150000,benzin,1750
test,coupe,1989,automatik,132,andere,50000,benzin,8400
control,kombi,2007,manuell,163,3er,150000,diesel,7500
test,limousine,1998,manuell,50,fiesta,150000,benzin,599
control,kombi,2001,automatik,220,a4,150000,benzin,3700
control,kleinwagen,2010,manuell,67,i_reihe,70000,benzin,3200
control,limousine,2003,automatik,184,x_reihe,150000,diesel,8000
control,suv,2014,automatik,150,freelander,40000,diesel,27500
test,bus,2006,manuell,116,touran,80000,benzin,6066
control,limousine,2005,automatik,258,3er,150000,benzin,9500
control,kombi,2011,automatik,156,c_klasse,70000,benzin,17500
test,kleinwagen,2000,manuell,101,leon,150000,benzin,2179
test,limousine,1995,manuell,125,a4,150000,benzin,500
test,kleinwagen,1996,manuell,45,polo,150000,benzin,999
control,limousine,2004,manuell,105,astra,150000,benzin,4000
test,kombi,2009,manuell,69,fabia,150000,benzin,3999
test,limousine,2014,manuell,122,a1,10000,benzin,16320
test,kombi,1998,manuell,75,astra,150000,benzin,950
control,kombi,2011,manuell,143,a4,125000,diesel,13750
test,limousine,1982,manuell,0,andere,150000,benzin,1550
test,,2017,automatik,122,c_klasse,150000,,1750
control,limousine,2004,manuell,102,a_klasse,150000,benzin,2250
test,cabrio,1991,manuell,75,kadett,125000,benzin,0
test,cabrio,2012,automatik,666,,20000,benzin,120000
test,limousine,2000,automatik,289,s_type,150000,lpg,4000
control,,2016,manuell,75,astra,125000,,1099
test,limousine,1999,manuell,101,golf,150000,benzin,1300
control,kleinwagen,2004,,60,andere,150000,,800
control,bus,2006,manuell,129,sprinter,150000,diesel,6950
test,kombi,1998,manuell,125,passat,150000,benzin,650
control,bus,2003,manuell,125,c_max,150000,,1900
control,cabrio,2000,automatik,163,slk,150000,benzin,3333
test,suv,2004,manuell,150,x_reihe,125000,diesel,11900
test,limousine,1999,manuell,82,a_klasse,150000,benzin,1480
test,cabrio,2005,manuell,90,tigra,150000,benzin,3666
test,bus,2004,manuell,120,c_max,150000,benzin,2890
control,bus,2005,manuell,125,c_max,150000,benzin,3799
test,bus,2011,automatik,163,s_max,70000,diesel,21500
control,,2010,automatik,0,1er,150000,diesel,3500
control,kleinwagen,2010,manuell,75,2_reihe,80000,benzin,4700
control,limousine,2006,manuell,101,leon,150000,diesel,3900
control,kleinwagen,1998,manuell,75,golf,150000,benzin,1
control,kleinwagen,2008,manuell,60,corsa,30000,benzin,6450
control,kleinwagen,1997,manuell,0,polo,150000,,350
test,kombi,2007,manuell,197,5er,150000,diesel,10000
control,bus,1986,manuell,69,transporter,70000,diesel,3800
control,limousine,2008,automatik,0,x_reihe,150000,,16450
test,limousine,1990,automatik,222,andere,150000,benzin,3850
test,kleinwagen,2006,manuell,65,andere,150000,benzin,2850
control,bus,2015,manuell,135,i_reihe,10000,benzin,18900
control,kombi,2006,manuell,140,signum,150000,benzin,4400
test,,2017,manuell,90,mondeo,150000,,1199
control,coupe,1974,manuell,88,andere,125000,benzin,5445
control,kleinwagen,1997,manuell,50,polo,150000,benzin,699
test,bus,2003,manuell,0,touran,150000,diesel,2400
control,kombi,2008,manuell,140,passat,150000,diesel,5700
test,coupe,1999,manuell,170,3er,150000,benzin,3990
control,kleinwagen,2013,manuell,75,up,30000,benzin,8200
control,kombi,1997,manuell,129,e_klasse,150000,diesel,2450
control,bus,2009,manuell,131,transporter,150000,diesel,17500
control,cabrio,2009,automatik,315,sl,30000,benzin,37000
test,,2016,,0,polo,125000,,180
control,kleinwagen,2008,manuell,80,fiesta,90000,benzin,3200
test,kombi,2009,automatik,170,a6,150000,diesel,8900
control,kombi,1999,manuell,116,mondeo,125000,benzin,1100
test,kombi,2005,automatik,224,e_klasse,150000,benzin,6500
control,kleinwagen,2010,manuell,90,jazz,80000,benzin,6790
control,kleinwagen,2000,manuell,58,corsa,150000,benzin,999
test,kleinwagen,2013,manuell,86,fabia,30000,benzin,13900
test,kombi,2010,manuell,184,3er,125000,diesel,17800
control,,2005,manuell,141,primera,150000,diesel,1400
test,bus,1997,manuell,102,transporter,150000,diesel,2900
test,limousine,2003,automatik,145,,125000,,3900
control,kleinwagen,2009,manuell,180,astra,70000,benzin,8000
test,limousine,1996,automatik,116,accord,150000,benzin,1650
control,limousine,1998,manuell,96,carisma,5000,benzin,1099
control,kombi,1996,manuell,125,a4,150000,benzin,400
test,kombi,2007,automatik,232,a4,150000,diesel,10900
test,kombi,1998,manuell,85,mondeo,150000,benzin,444
test,suv,2006,manuell,150,captiva,125000,diesel,9199
test,cabrio,1994,manuell,75,golf,150000,benzin,2600
test,limousine,2007,manuell,109,3_reihe,90000,diesel,5900
test,limousine,2001,automatik,192,5er,150000,benzin,3600
test,limousine,2002,manuell,107,3_reihe,150000,diesel,2350
test,limousine,2001,manuell,0,3_reihe,150000,diesel,2444
test,cabrio,1998,manuell,110,golf,20000,diesel,4700
test,limousine,2006,manuell,101,fusion,150000,benzin,3000
control,suv,2015,automatik,184,sportage,5000,diesel,28950
control,bus,2014,automatik,105,altea,30000,diesel,16990
test,coupe,2009,manuell,122,1er,70000,benzin,8888
control,kleinwagen,2004,manuell,70,fox,150000,diesel,2700
control,cabrio,2012,automatik,211,a5,50000,benzin,28900
test,kleinwagen,2001,automatik,41,fortwo,150000,diesel,1750
test,kombi,2000,manuell,75,golf,125000,benzin,1450
test,kleinwagen,2004,manuell,80,fusion,150000,benzin,2300
test,suv,2011,automatik,258,x_reihe,70000,diesel,36500
test,kleinwagen,1999,manuell,75,andere,150000,benzin,350
test,cabrio,2007,manuell,163,slk,70000,benzin,15400
test,kombi,2002,manuell,110,mondeo,150000,benzin,1350
test,kleinwagen,2001,manuell,0,twingo,150000,benzin,90
test,bus,2006,manuell,140,sharan,150000,diesel,8800
control,kleinwagen,2009,manuell,60,panda,20000,benzin,4400
control,kleinwagen,2000,manuell,65,corsa,125000,benzin,500
control,cabrio,2010,manuell,120,2_reihe,70000,,11700
test,bus,2010,,0,andere,150000,diesel,7500
test,bus,2003,manuell,116,alhambra,150000,diesel,3700
control,kombi,1998,automatik,184,5er,150000,diesel,890
test,bus,1999,manuell,0,,150000,diesel,2450
test,limousine,1999,manuell,170,5er,150000,benzin,2350
control,limousine,1999,manuell,101,focus,150000,benzin,850
control,limousine,1994,manuell,116,golf,150000,benzin,950
control,kombi,2003,automatik,250,andere,150000,benzin,4990
control,coupe,2000,manuell,115,astra,150000,benzin,750
test,kleinwagen,2005,automatik,0,fortwo,125000,benzin,2400
test,kleinwagen,2001,manuell,98,rio,150000,benzin,80
control,kombi,1999,automatik,143,e_klasse,150000,diesel,3000
test,kleinwagen,1999,manuell,0,twingo,150000,benzin,799
test,bus,1998,automatik,102,transporter,150000,diesel,4490
test,kombi,2004,manuell,0,3_reihe,150000,diesel,2100
test,kombi,2009,automatik,177,,150000,diesel,13000
test,cabrio,1996,automatik,193,sl,125000,benzin,14900
test,limousine,1995,manuell,114,laguna,150000,benzin,300
control,kleinwagen,2001,manuell,75,twingo,150000,benzin,700
test,bus,1999,,75,,150000,,700
test,kleinwagen,2005,manuell,0,fiesta,125000,benzin,2100
control,cabrio,2001,automatik,198,slk,125000,benzin,6800
test,kleinwagen,2005,manuell,102,golf,50000,,7900
control,,2000,automatik,0,,150000,diesel,450
test,limousine,2009,manuell,0,,125000,diesel,9999
test,kleinwagen,2003,manuell,60,punto,125000,benzin,1550
test,kombi,2003,manuell,141,6_reihe,150000,,3900
test,cabrio,2006,manuell,209,andere,90000,benzin,11499
control,limousine,1997,automatik,193,c_klasse,150000,benzin,2150
test,limousine,2001,manuell,144,omega,150000,benzin,1499
control,kleinwagen,2001,manuell,58,corsa,150000,benzin,1350
control,limousine,1995,manuell,113,e_klasse,150000,diesel,1300
control,limousine,2000,manuell,105,golf,5000,benzin,1199
control,kleinwagen,2000,manuell,54,corsa,125000,benzin,500
control,kleinwagen,2001,manuell,58,corsa,150000,benzin,450
test,kombi,1999,manuell,101,a4,150000,benzin,1100
control,kleinwagen,2009,manuell,86,ibiza,150000,benzin,3499
test,limousine,1999,manuell,101,golf,150000,benzin,2600
control,kleinwagen,2001,manuell,75,clio,150000,benzin,1400
test,kombi,1999,automatik,150,a6,150000,benzin,1999
test,limousine,2001,manuell,85,andere,150000,benzin,999
test,coupe,1979,manuell,179,911,150000,benzin,35000
control,kleinwagen,2001,manuell,50,andere,150000,benzin,700
control,coupe,2010,automatik,231,e_klasse,125000,diesel,21990
control,limousine,2014,automatik,184,golf,30000,diesel,25999
control,kombi,2005,manuell,177,avensis,150000,diesel,5400
control,kleinwagen,2000,manuell,60,1_reihe,150000,,600
test,limousine,1998,automatik,284,andere,150000,benzin,5500
test,bus,2004,manuell,140,altea,150000,diesel,3990
test,bus,2006,manuell,80,roomster,125000,diesel,4900
control,cabrio,2003,manuell,192,z_reihe,150000,benzin,10500
test,bus,2014,automatik,200,galaxy,50000,diesel,26010
control,kleinwagen,1999,manuell,37,arosa,150000,,900
test,cabrio,1998,manuell,60,punto,125000,benzin,500
test,andere,2007,manuell,63,kangoo,70000,diesel,2400
control,limousine,1999,manuell,100,astra,150000,benzin,0
test,coupe,2006,manuell,300,andere,125000,benzin,14700
test,kleinwagen,2001,manuell,60,lupo,150000,benzin,989
control,kombi,2007,automatik,177,5er,100000,diesel,15500
test,kombi,1998,manuell,90,escort,150000,benzin,450
test,kleinwagen,1996,,0,twingo,150000,benzin,250
control,kleinwagen,2004,manuell,0,punto,150000,,2300
control,limousine,2007,manuell,0,andere,150000,diesel,6300
test,kleinwagen,2004,automatik,41,fortwo,150000,diesel,1900
control,andere,2006,manuell,109,andere,150000,diesel,3149
test,bus,2001,manuell,102,transporter,150000,diesel,2980
test,limousine,1999,manuell,116,6_reihe,150000,benzin,722
test,limousine,1999,manuell,101,a3,150000,benzin,1750
control,kleinwagen,2000,manuell,50,lupo,150000,benzin,475
test,kombi,2003,manuell,131,a4,150000,diesel,2500
control,,2016,manuell,0,polo,150000,,1100
test,limousine,1996,automatik,235,7er,150000,benzin,2400
test,kleinwagen,1998,automatik,101,golf,125000,benzin,3000
test,limousine,2005,automatik,177,5er,150000,diesel,9500
control,coupe,2013,automatik,84,fortwo,30000,benzin,8550
control,cabrio,2003,manuell,170,a4,150000,benzin,8200
control,bus,2007,manuell,90,berlingo,125000,diesel,2999
test,kombi,1999,manuell,115,laguna,150000,benzin,160
control,kombi,2009,manuell,0,insignia,150000,diesel,5500
test,,1995,manuell,0,transit,150000,diesel,0
control,limousine,2014,manuell,100,andere,40000,benzin,13000
test,kleinwagen,2003,manuell,101,fusion,150000,benzin,2800
test,,2000,manuell,0,andere,150000,benzin,150
control,kleinwagen,2002,manuell,60,2_reihe,150000,benzin,0
control,kombi,2004,manuell,0,mondeo,150000,diesel,1700
test,,2017,manuell,0,2_reihe,150000,,4000
test,limousine,2002,manuell,143,3er,150000,benzin,5599
test,suv,2008,automatik,224,m_klasse,150000,diesel,16500
test,kleinwagen,1997,manuell,56,punto,150000,benzin,400
test,kleinwagen,1994,manuell,72,punto,80000,benzin,990
test,kombi,1995,automatik,71,astra,150000,benzin,700
control,,2000,manuell,150,,150000,benzin,2200
test,bus,2010,automatik,150,viano,150000,diesel,20800
control,,2017,automatik,180,a4,150000,diesel,6900
test,suv,2004,automatik,450,cayenne,125000,benzin,19500
test,kombi,1999,manuell,99,primera,150000,benzin,1250
control,,2017,manuell,163,a4,150000,,3899
test,limousine,2007,manuell,163,1er,150000,diesel,7200
test,,2017,automatik,101,golf,150000,benzin,1500
control,limousine,2012,manuell,122,golf,50000,benzin,12900
test,limousine,2000,manuell,116,andere,150000,diesel,2499
test,coupe,2011,automatik,190,a5,150000,diesel,20600
control,,2018,manuell,143,1er,150000,diesel,8800
control,limousine,2007,manuell,105,golf,150000,diesel,5350
test,,2005,,150,,150000,,2800
control,coupe,1999,automatik,0,clk,150000,benzin,1700
test,kleinwagen,1993,manuell,75,clio,150000,benzin,0
test,limousine,1998,manuell,101,toledo,125000,benzin,500
test,kleinwagen,1998,manuell,0,twingo,150000,benzin,350
control,limousine,1999,manuell,87,astra,150000,diesel,200
test,kleinwagen,1997,manuell,75,andere,150000,benzin,300
test,limousine,1998,automatik,101,3_reihe,100000,benzin,1000
test,kleinwagen,1995,,45,corsa,125000,benzin,250
control,limousine,2004,,0,a3,150000,diesel,2900
control,coupe,2003,automatik,306,clk,150000,lpg,10500
control,limousine,2000,manuell,75,andere,150000,benzin,650
test,kombi,2007,manuell,140,passat,150000,diesel,7350
test,kombi,2004,automatik,170,v70,150000,benzin,6150
test,kombi,1999,manuell,118,focus,150000,,1
test,kleinwagen,2003,manuell,60,ka,150000,benzin,800
test,suv,2012,automatik,163,sportage,90000,benzin,20500
control,limousine,2001,manuell,116,3er,150000,benzin,1999
test,kleinwagen,2002,manuell,75,corsa,125000,benzin,2300
control,suv,2004,manuell,140,touran,150000,diesel,4700
test,limousine,2004,manuell,150,3er,150000,diesel,4899
test,andere,1991,manuell,60,andere,125000,diesel,0
test,,2000,manuell,0,berlingo,150000,,150
test,limousine,2013,manuell,160,beetle,20000,benzin,16500
control,kombi,2007,automatik,233,a6,150000,diesel,12900
test,limousine,2003,manuell,122,c_klasse,150000,diesel,4990
control,,2017,manuell,68,c2,150000,benzin,2300
control,kleinwagen,2002,manuell,75,andere,150000,benzin,1450
test,limousine,2013,automatik,184,3er,90000,diesel,32990
test,limousine,2004,manuell,109,a_klasse,125000,diesel,4999
test,,2016,manuell,90,2_reihe,150000,diesel,2200
control,kleinwagen,2000,manuell,54,corsa,150000,benzin,500
control,kleinwagen,2010,manuell,52,matiz,80000,benzin,3350
control,limousine,1998,manuell,150,5er,150000,benzin,1100
control,limousine,1993,automatik,286,7er,150000,benzin,9480
control,limousine,2009,automatik,306,3er,150000,benzin,16500
test,kombi,1997,manuell,170,5er,150000,benzin,0
test,bus,2006,manuell,109,sprinter,150000,diesel,3950
control,kleinwagen,2002,manuell,75,corsa,150000,benzin,1690
control,kleinwagen,2002,manuell,50,lupo,125000,,1380
test,bus,2010,manuell,109,andere,150000,diesel,8550
control,cabrio,1999,manuell,204,boxster,125000,benzin,5500
test,,2017,automatik,200,tt,150000,,14200
test,cabrio,2012,manuell,69,500,40000,benzin,8999
test,limousine,2011,manuell,150,andere,70000,diesel,14863
test,kleinwagen,2001,manuell,58,corsa,150000,benzin,1499
test,suv,1999,automatik,139,discovery,150000,diesel,6000
test,coupe,2010,manuell,140,astra,70000,benzin,8500
test,cabrio,2013,automatik,306,1er,40000,benzin,33333
control,,2016,manuell,130,c_klasse,150000,benzin,2899
control,limousine,1999,automatik,136,c_klasse,150000,benzin,1400
test,kleinwagen,2014,manuell,90,a1,40000,diesel,18000
test,kombi,2004,automatik,163,a4,150000,benzin,4900
test,kombi,1998,manuell,0,astra,150000,benzin,850
test,kleinwagen,1994,automatik,60,corsa,150000,benzin,399
control,bus,2001,manuell,116,zafira,150000,,0
control,suv,2012,automatik,190,range_rover_evoque,70000,diesel,34000
test,cabrio,2007,manuell,140,,80000,benzin,0
control,kombi,2005,automatik,150,e_klasse,150000,diesel,6250
control,,2005,manuell,112,freelander,150000,,1750
test,kombi,1997,manuell,75,astra,150000,benzin,600
control,kleinwagen,1999,manuell,54,corsa,125000,benzin,799
control,limousine,1997,manuell,150,,150000,benzin,1000
test,limousine,2011,automatik,204,a6,90000,diesel,26900
test,bus,2010,manuell,125,altea,100000,benzin,8290
test,bus,2006,manuell,101,meriva,125000,diesel,3800
test,coupe,1993,automatik,135,e_klasse,150000,,2950
test,kleinwagen,2007,manuell,77,andere,125000,benzin,2700
control,limousine,1990,manuell,122,,150000,,500
test,limousine,1996,manuell,75,passat,150000,benzin,799
test,bus,2004,manuell,113,megane,150000,benzin,3300
control,limousine,1991,manuell,0,andere,150000,benzin,1350
test,,2018,manuell,0,yaris,20000,,6200
test,kleinwagen,2007,manuell,90,getz,150000,diesel,890
test,bus,2003,manuell,126,andere,125000,benzin,1860
test,limousine,2004,manuell,105,astra,60000,benzin,4700
control,coupe,2007,automatik,231,3er,150000,diesel,13500
control,limousine,2005,manuell,177,5er,150000,diesel,13500
control,suv,1984,manuell,45,andere,60000,benzin,1800
test,kleinwagen,2014,manuell,105,500,40000,benzin,23500
test,kleinwagen,2010,manuell,92,swift,90000,benzin,8000
test,,2009,manuell,109,i_reihe,150000,benzin,4300
test,kleinwagen,1997,manuell,0,fiesta,50000,benzin,300
control,limousine,1996,manuell,150,5er,150000,benzin,1650
test,limousine,2002,manuell,147,vectra,150000,benzin,2390
test,limousine,1998,automatik,136,,150000,benzin,2400
control,bus,2000,manuell,102,transporter,150000,diesel,10900
test,kleinwagen,2004,manuell,58,twingo,150000,benzin,1200
test,cabrio,1996,manuell,116,andere,150000,benzin,4250
test,,2005,manuell,125,zafira,150000,diesel,1000
test,limousine,2008,manuell,140,mondeo,150000,diesel,7300
control,suv,2015,manuell,131,x_trail,20000,diesel,25000
test,cabrio,2004,manuell,101,astra,125000,benzin,3699
test,limousine,2006,automatik,109,focus,150000,diesel,1350
control,kombi,2011,automatik,231,e_klasse,150000,diesel,22900
test,,2018,manuell,80,corsa,100000,,5499
test,bus,2007,automatik,150,grand,125000,diesel,6990
test,cabrio,1997,manuell,140,z_reihe,125000,benzin,7300
control,limousine,2002,manuell,75,beetle,150000,lpg,2499
control,limousine,1993,automatik,75,golf,150000,benzin,650
test,limousine,2006,manuell,75,golf,150000,benzin,3500
test,kleinwagen,1998,manuell,75,escort,150000,benzin,500
control,kleinwagen,2003,manuell,65,yaris,125000,benzin,2400
test,limousine,2004,manuell,106,andere,150000,benzin,1100
control,bus,2011,automatik,140,sharan,150000,diesel,11850
control,kleinwagen,1999,manuell,75,lupo,125000,benzin,999
test,kleinwagen,2001,automatik,60,polo,150000,benzin,2499
test,kleinwagen,2009,manuell,68,aygo,150000,benzin,2800
test,,2018,manuell,115,vectra,150000,,1600
test,kombi,1998,manuell,116,mondeo,150000,benzin,700
test,cabrio,2011,automatik,306,slk,80000,benzin,28000
control,limousine,2001,automatik,0,andere,150000,benzin,1500
control,coupe,1995,manuell,150,tigra,150000,benzin,3100
test,limousine,2002,manuell,163,c_klasse,150000,benzin,2700
test,coupe,2001,manuell,179,tt,100000,benzin,8990
test,kleinwagen,2015,manuell,75,polo,10000,benzin,11990
control,bus,2001,automatik,147,zafira,150000,lpg,1100
control,coupe,2000,manuell,100,,150000,,650
control,kombi,2007,automatik,150,159,150000,diesel,4500
control,limousine,2002,manuell,147,astra,150000,benzin,850
test,limousine,2006,automatik,387,s_klasse,150000,benzin,12900
control,bus,2009,manuell,122,golf,70000,benzin,9000
control,limousine,2014,manuell,125,golf,30000,benzin,17250
control,,2016,,0,ka,70000,benzin,300
control,kleinwagen,2001,manuell,58,corsa,150000,benzin,1500
test,kombi,2001,manuell,74,focus,150000,benzin,1250
control,limousine,1998,automatik,170,e_klasse,100000,benzin,3500
control,,2018,manuell,0,golf,150000,diesel,8000
control,kombi,2003,manuell,163,5er,150000,diesel,2700
test,kleinwagen,2001,manuell,68,yaris,150000,benzin,1200
test,kombi,2009,manuell,126,ceed,70000,benzin,3999
control,kleinwagen,2010,manuell,75,sandero,60000,benzin,4300
control,limousine,1998,automatik,0,e_klasse,5000,,1599
test,cabrio,2012,manuell,105,golf,40000,diesel,15500
test,kleinwagen,1995,manuell,0,1_reihe,20000,benzin,500
test,kombi,2004,manuell,101,fabia,125000,benzin,2500
test,kombi,2003,manuell,101,fabia,100000,benzin,2950
test,kleinwagen,1996,automatik,90,colt,150000,benzin,599
test,kombi,2009,automatik,265,andere,100000,benzin,19990
control,,2018,automatik,125,a_klasse,100000,benzin,100
control,kombi,2004,automatik,155,vectra,150000,benzin,2500
test,kombi,1999,manuell,0,,150000,benzin,450
control,kombi,1997,automatik,165,a4,150000,benzin,998
control,,2017,,75,polo,100000,,820
test,kombi,2010,automatik,160,a4,150000,benzin,11300
control,kleinwagen,2002,manuell,60,1_reihe,150000,benzin,698
control,kombi,1999,manuell,152,passat,150000,,0
control,limousine,2007,automatik,232,q7,150000,diesel,15000
test,bus,2007,automatik,110,note,90000,benzin,4800
control,limousine,1999,manuell,0,a_klasse,150000,benzin,1450
test,limousine,2005,automatik,306,7er,150000,benzin,7999
test,limousine,2000,manuell,105,3er,150000,benzin,3600
control,kleinwagen,2008,manuell,69,yaris,100000,benzin,4400
test,kleinwagen,2011,manuell,68,punto,60000,benzin,6900
test,,1995,,0,,125000,,300
control,bus,1996,manuell,68,transporter,150000,diesel,950
test,limousine,2011,manuell,211,golf,60000,benzin,17499
control,bus,2009,manuell,75,andere,150000,diesel,4300
test,bus,2011,manuell,140,zafira,80000,benzin,10800
test,bus,2002,manuell,116,andere,100000,benzin,2650
control,kombi,2004,automatik,204,e_klasse,150000,diesel,6850
test,kombi,2007,automatik,185,v70,150000,diesel,12499
test,kombi,2001,automatik,125,astra,150000,benzin,2699
control,limousine,2013,automatik,177,q3,30000,diesel,31900
test,kombi,1998,manuell,101,passat,150000,benzin,1850
test,kleinwagen,2000,manuell,68,fabia,150000,benzin,1590
test,limousine,2013,manuell,110,qashqai,50000,diesel,13900
control,limousine,2003,manuell,101,golf,150000,diesel,3600
control,kombi,2004,manuell,136,v50,150000,diesel,3960
test,kombi,2004,,0,sharan,150000,diesel,2500
test,kleinwagen,2012,automatik,97,fiesta,50000,benzin,8500
test,,2000,manuell,120,polo,150000,,550
test,limousine,1999,manuell,101,vectra,150000,benzin,699
control,limousine,1989,manuell,41,andere,150000,benzin,2500
control,kombi,2006,automatik,170,a6,150000,benzin,8950
test,limousine,1998,manuell,75,golf,150000,benzin,1900
control,,2017,manuell,75,astra,150000,,800
control,kombi,2004,manuell,130,mondeo,150000,diesel,749
test,kombi,1996,manuell,75,golf,125000,benzin,1500
control,limousine,2012,manuell,141,civic,60000,benzin,10999
test,kleinwagen,2000,manuell,75,1_reihe,150000,benzin,999
control,kombi,2011,automatik,170,e_klasse,150000,diesel,16190
test,coupe,1997,manuell,136,clk,150000,benzin,3950
test,limousine,2002,manuell,150,e_klasse,150000,diesel,4500
test,kombi,2000,manuell,125,,150000,diesel,999
test,kombi,2006,automatik,155,vectra,100000,benzin,7200
test,kombi,2009,manuell,0,astra,150000,diesel,4200
test,suv,2003,automatik,347,m_klasse,150000,benzin,6690
test,limousine,2008,automatik,177,3er,150000,diesel,13900
test,,2016,manuell,0,golf,5000,benzin,500
control,limousine,1999,manuell,172,a4,150000,diesel,900
test,kleinwagen,2009,manuell,60,agila,60000,benzin,5200
test,limousine,2005,manuell,102,golf,150000,benzin,4490
test,suv,2015,manuell,105,yeti,10000,benzin,13500
control,kombi,2004,manuell,116,avensis,150000,diesel,3500
control,kleinwagen,2010,manuell,122,a1,60000,benzin,11999
control,kleinwagen,1997,manuell,50,polo,80000,benzin,1350
test,suv,1998,automatik,204,andere,150000,benzin,700
test,kleinwagen,1999,manuell,0,a_klasse,150000,benzin,1250
test,kombi,2003,manuell,109,3_reihe,125000,benzin,1550
test,kombi,2010,manuell,170,a6,125000,diesel,15500
control,cabrio,2005,automatik,82,roadster,90000,benzin,5999
control,kombi,2001,manuell,163,5er,150000,diesel,0
test,bus,2011,manuell,105,c_max,70000,benzin,8950
test,limousine,2005,manuell,177,5er,125000,diesel,12999
control,kleinwagen,2004,automatik,120,meriva,60000,,2990
control,kombi,1999,manuell,211,omega,150000,benzin,900
test,bus,2011,manuell,102,caddy,50000,diesel,9800
test,kombi,2003,manuell,101,golf,150000,diesel,2250
test,,2005,,0,touran,150000,diesel,4000
control,coupe,2012,automatik,211,scirocco,70000,benzin,15000
control,limousine,2006,automatik,0,leon,150000,diesel,2350
control,kleinwagen,2002,manuell,200,cooper,90000,benzin,8499
test,kleinwagen,2000,manuell,54,corsa,150000,benzin,750
test,limousine,2011,automatik,140,golf,125000,diesel,14900
test,bus,2002,automatik,116,,150000,diesel,1500
test,kleinwagen,2009,manuell,101,clio,70000,benzin,5200
control,kleinwagen,2005,manuell,75,golf,150000,benzin,4350
control,,1990,manuell,54,golf,150000,benzin,880
test,kleinwagen,2006,manuell,54,,125000,benzin,2600
control,,2000,manuell,100,transporter,5000,,0
test,limousine,2009,automatik,0,s_klasse,150000,,28599
test,kombi,1999,manuell,150,bora,150000,benzin,2500
control,kombi,1983,manuell,50,,100000,,2353
test,cabrio,1991,manuell,75,kadett,150000,benzin,1100
control,kleinwagen,1997,manuell,60,,150000,,0
test,bus,2010,automatik,179,transporter,60000,diesel,34700
test,kleinwagen,1999,manuell,60,polo,150000,benzin,1350
control,limousine,2004,automatik,204,x_reihe,150000,diesel,7500
test,kleinwagen,2000,manuell,54,punto,150000,,1000
control,limousine,2007,manuell,116,passat,80000,benzin,7700
control,bus,2004,automatik,174,transporter,150000,diesel,14700
control,limousine,2002,manuell,147,vectra,150000,benzin,0
control,coupe,1999,manuell,116,astra,150000,benzin,0
test,limousine,2006,automatik,233,q7,150000,diesel,15000
test,bus,1996,automatik,110,transporter,150000,benzin,2600
control,limousine,2000,automatik,90,golf,150000,diesel,1990
test,kleinwagen,2003,manuell,82,clio,150000,diesel,1750
test,kleinwagen,2001,manuell,60,micra,150000,benzin,950
test,kleinwagen,2001,manuell,44,fiesta,150000,benzin,250
test,coupe,2009,manuell,150,impreza,150000,diesel,13000
test,kleinwagen,2001,manuell,54,fortwo,125000,benzin,1599
test,limousine,2002,manuell,107,megane,150000,benzin,1590
control,limousine,2007,manuell,0,jetta,90000,benzin,6299
control,limousine,2009,manuell,95,a_klasse,60000,benzin,7950
test,coupe,2004,,0,c_klasse,100000,benzin,4450
test,kleinwagen,2012,manuell,73,c3,90000,benzin,7900
control,kombi,2005,,0,touran,150000,diesel,2800
test,cabrio,2000,manuell,252,boxster,125000,benzin,14999
