Id,carat,price,x,y,z
4310,1.384011,6752.4395,7.211761,7.112135,4.4056993
4311,0.61,2763,5.56,5.58,3.32
4312,0.61,2763,5.56,5.58,3.32
4313,0.61,2763,5.56,5.58,3.32
4314,0.61,2763,5.56,5.58,3.32
4315,0.61,2763,5.56,5.58,3.32
4316,0.61,2763,5.56,5.58,3.32
4317,0.61,2763,5.56,5.58,3.32
4318,0.61,2763,5.56,5.58,3.32
4319,0.61,2763,5.56,5.58,3.32
4320,1.0840111,6752.4395,6.681761,6.722135,4.025699
4321,0.91,2763,6.11,6.09,3.93
4322,0.91,2763,6.11,6.09,3.93
4323,0.91,2763,6.11,6.09,3.93
4324,0.91,2763,6.11,6.09,3.93
4325,0.91,2763,6.11,6.09,3.93
4326,0.91,2763,6.11,6.09,3.93
4327,0.91,2763,6.11,6.09,3.93
4328,0.91,2763,6.11,6.09,3.93
4329,0.91,2763,6.11,6.09,3.93
4330,1.384011,6752.4395,7.231761,7.2321353,4.6356993
4331,0.91,2763,6.03,5.99,3.95
4332,0.91,2763,6.03,5.99,3.95
4333,0.91,2763,6.03,5.99,3.95
4334,0.91,2763,6.03,5.99,3.95
4335,0.91,2763,6.03,5.99,3.95
4336,0.91,2763,6.03,5.99,3.95
4337,0.91,2763,6.03,5.99,3.95
4338,0.91,2763,6.03,5.99,3.95
4339,0.91,2763,6.03,5.99,3.95
4340,1.384011,6752.4395,7.151761,7.132135,4.6556993
4341,0.77,2763,5.89,5.86,3.64
4342,0.77,2763,5.89,5.86,3.64
4343,0.77,2763,5.89,5.86,3.64
4344,0.77,2763,5.89,5.86,3.64
4345,0.77,2763,5.89,5.86,3.64
4346,0.77,2763,5.89,5.86,3.64
4347,0.77,2763,5.89,5.86,3.64
4348,0.77,2763,5.89,5.86,3.64
4349,0.77,2763,5.89,5.86,3.64
4350,1.2440109,6752.4395,7.0117607,7.0021353,4.3456993
4351,0.71,2764,5.64,5.68,3.6
4352,0.71,2764,5.64,5.68,3.6
4353,0.71,2764,5.64,5.68,3.6
4354,0.71,2764,5.64,5.68,3.6
4355,0.71,2764,5.64,5.68,3.6
4356,0.71,2764,5.64,5.68,3.6
4357,0.71,2764,5.64,5.68,3.6
4358,0.71,2764,5.64,5.68,3.6
4359,0.71,2764,5.64,5.68,3.6
4360,1.184011,6753.4395,6.7617607,6.822135,4.305699
4361,0.71,2764,5.69,5.72,3.53
4362,0.71,2764,5.69,5.72,3.53
4363,0.71,2764,5.69,5.72,3.53
4364,0.71,2764,5.69,5.72,3.53
4365,0.71,2764,5.69,5.72,3.53
4366,0.71,2764,5.69,5.72,3.53
4367,0.71,2764,5.69,5.72,3.53
4368,0.71,2764,5.69,5.72,3.53
4369,0.71,2764,5.69,5.72,3.53
4370,1.184011,6753.4395,6.811761,6.862135,4.235699
4371,0.7,2765,5.62,5.65,3.53
4372,0.7,2765,5.62,5.65,3.53
4373,0.7,2765,5.62,5.65,3.53
4374,0.7,2765,5.62,5.65,3.53
4375,0.7,2765,5.62,5.65,3.53
4376,0.7,2765,5.62,5.65,3.53
4377,0.7,2765,5.62,5.65,3.53
4378,0.7,2765,5.62,5.65,3.53
4379,0.7,2765,5.62,5.65,3.53
4380,1.174011,6754.4395,6.7417607,6.7921352,4.235699
4381,0.77,2765,5.88,5.9,3.61
4382,0.77,2765,5.88,5.9,3.61
4383,0.77,2765,5.88,5.9,3.61
4384,0.77,2765,5.88,5.9,3.61
4385,0.77,2765,5.88,5.9,3.61
4386,0.77,2765,5.88,5.9,3.61
4387,0.77,2765,5.88,5.9,3.61
4388,0.77,2765,5.88,5.9,3.61
4389,0.77,2765,5.88,5.9,3.61
4390,1.2440109,6754.4395,7.001761,7.0421352,4.315699
4391,0.63,2765,5.52,5.55,3.37
4392,0.63,2765,5.52,5.55,3.37
4393,0.63,2765,5.52,5.55,3.37
4394,0.63,2765,5.52,5.55,3.37
4395,0.63,2765,5.52,5.55,3.37
4396,0.63,2765,5.52,5.55,3.37
4397,0.63,2765,5.52,5.55,3.37
4398,0.63,2765,5.52,5.55,3.37
4399,0.63,2765,5.52,5.55,3.37
4400,1.104011,6754.4395,6.641761,6.6921353,4.075699
4401,0.71,2765,5.74,5.77,3.46
4402,0.71,2765,5.74,5.77,3.46
4403,0.71,2765,5.74,5.77,3.46
4404,0.71,2765,5.74,5.77,3.46
4405,0.71,2765,5.74,5.77,3.46
4406,0.71,2765,5.74,5.77,3.46
4407,0.71,2765,5.74,5.77,3.46
4408,0.71,2765,5.74,5.77,3.46
4409,0.71,2765,5.74,5.77,3.46
4410,1.184011,6754.4395,6.8617606,6.912135,4.165699
4411,0.71,2765,5.69,5.73,3.53
4412,0.71,2765,5.69,5.73,3.53
4413,0.71,2765,5.69,5.73,3.53
4414,0.71,2765,5.69,5.73,3.53
4415,0.71,2765,5.69,5.73,3.53
4416,0.71,2765,5.69,5.73,3.53
4417,0.71,2765,5.69,5.73,3.53
4418,0.71,2765,5.69,5.73,3.53
4419,0.71,2765,5.69,5.73,3.53
4420,1.184011,6754.4395,6.811761,6.872135,4.235699
4421,0.76,2765,5.88,5.91,3.61
4422,0.76,2765,5.88,5.91,3.61
4423,0.76,2765,5.88,5.91,3.61
4424,0.76,2765,5.88,5.91,3.61
4425,0.76,2765,5.88,5.91,3.61
4426,0.76,2765,5.88,5.91,3.61
4427,0.76,2765,5.88,5.91,3.61
4428,0.76,2765,5.88,5.91,3.61
4429,0.76,2765,5.88,5.91,3.61
4430,1.2340109,6754.4395,7.001761,7.052135,4.315699
4431,0.64,2766,5.53,5.56,3.43
4432,0.64,2766,5.53,5.56,3.43
4433,0.64,2766,5.53,5.56,3.43
4434,0.64,2766,5.53,5.56,3.43
4435,0.64,2766,5.53,5.56,3.43
4436,0.64,2766,5.53,5.56,3.43
4437,0.64,2766,5.53,5.56,3.43
4438,0.64,2766,5.53,5.56,3.43
4439,0.64,2766,5.53,5.56,3.43
4440,1.114011,6755.4395,6.651761,6.702135,4.1356993
4441,0.71,2766,5.78,5.75,3.51
4442,0.71,2766,5.78,5.75,3.51
4443,0.71,2766,5.78,5.75,3.51
4444,0.71,2766,5.78,5.75,3.51
4445,0.71,2766,5.78,5.75,3.51
4446,0.71,2766,5.78,5.75,3.51
4447,0.71,2766,5.78,5.75,3.51
4448,0.71,2766,5.78,5.75,3.51
4449,0.71,2766,5.78,5.75,3.51
4450,1.184011,6755.4395,6.901761,6.892135,4.215699
4451,0.71,2766,5.89,5.81,3.5
4452,0.71,2766,5.89,5.81,3.5
4453,0.71,2766,5.89,5.81,3.5
4454,0.71,2766,5.89,5.81,3.5
4455,0.71,2766,5.89,5.81,3.5
4456,0.71,2766,5.89,5.81,3.5
4457,0.71,2766,5.89,5.81,3.5
4458,0.71,2766,5.89,5.81,3.5
4459,0.71,2766,5.89,5.81,3.5
4460,1.184011,6755.4395,7.0117607,6.952135,4.205699
4461,0.7,2767,5.68,5.72,3.52
4462,0.7,2767,5.68,5.72,3.52
4463,0.7,2767,5.68,5.72,3.52
4464,0.7,2767,5.68,5.72,3.52
4465,0.7,2767,5.68,5.72,3.52
4466,0.7,2767,5.68,5.72,3.52
4467,0.7,2767,5.68,5.72,3.52
4468,0.7,2767,5.68,5.72,3.52
4469,0.7,2767,5.68,5.72,3.52
4470,1.174011,6756.4395,6.8017607,6.862135,4.225699
4471,0.7,2767,5.8,5.87,3.5
4472,0.7,2767,5.8,5.87,3.5
4473,0.7,2767,5.8,5.87,3.5
4474,0.7,2767,5.8,5.87,3.5
4475,0.7,2767,5.8,5.87,3.5
4476,0.7,2767,5.8,5.87,3.5
4477,0.7,2767,5.8,5.87,3.5
4478,0.7,2767,5.8,5.87,3.5
4479,0.7,2767,5.8,5.87,3.5
4480,1.174011,6756.4395,6.921761,7.012135,4.205699
4481,0.71,2767,5.74,5.76,3.54
4482,0.71,2767,5.74,5.76,3.54
4483,0.71,2767,5.74,5.76,3.54
4484,0.71,2767,5.74,5.76,3.54
4485,0.71,2767,5.74,5.76,3.54
4486,0.71,2767,5.74,5.76,3.54
4487,0.71,2767,5.74,5.76,3.54
4488,0.71,2767,5.74,5.76,3.54
4489,0.71,2767,5.74,5.76,3.54
4490,1.184011,6756.4395,6.8617606,6.9021354,4.245699
4491,0.7,2767,5.62,5.65,3.5
4492,0.7,2767,5.62,5.65,3.5
4493,0.7,2767,5.62,5.65,3.5
4494,0.7,2767,5.62,5.65,3.5
4495,0.7,2767,5.62,5.65,3.5
4496,0.7,2767,5.62,5.65,3.5
4497,0.7,2767,5.62,5.65,3.5
4498,0.7,2767,5.62,5.65,3.5
4499,0.7,2767,5.62,5.65,3.5
4500,1.174011,6756.4395,6.7417607,6.7921352,4.205699
4501,0.71,2768,5.52,5.61,3.52
4502,0.71,2768,5.52,5.61,3.52
4503,0.71,2768,5.52,5.61,3.52
4504,0.71,2768,5.52,5.61,3.52
4505,0.71,2768,5.52,5.61,3.52
4506,0.71,2768,5.52,5.61,3.52
4507,0.71,2768,5.52,5.61,3.52
4508,0.71,2768,5.52,5.61,3.52
4509,0.71,2768,5.52,5.61,3.52
4510,1.184011,6757.4395,6.641761,6.7521353,4.225699
4511,0.73,2768,5.83,5.87,3.52
4512,0.73,2768,5.83,5.87,3.52
4513,0.73,2768,5.83,5.87,3.52
4514,0.73,2768,5.83,5.87,3.52
4515,0.73,2768,5.83,5.87,3.52
4516,0.73,2768,5.83,5.87,3.52
4517,0.73,2768,5.83,5.87,3.52
4518,0.73,2768,5.83,5.87,3.52
4519,0.73,2768,5.83,5.87,3.52
4520,1.204011,6757.4395,6.951761,7.012135,4.225699
4521,0.7,2768,5.66,5.73,3.48
4522,0.7,2768,5.66,5.73,3.48
4523,0.7,2768,5.66,5.73,3.48
4524,0.7,2768,5.66,5.73,3.48
4525,0.7,2768,5.66,5.73,3.48
4526,0.7,2768,5.66,5.73,3.48
4527,0.7,2768,5.66,5.73,3.48
4528,0.7,2768,5.66,5.73,3.48
4529,0.7,2768,5.66,5.73,3.48
4530,1.174011,6757.4395,6.7817607,6.872135,4.185699
4531,0.7,2768,5.73,5.76,3.5
4532,0.7,2768,5.73,5.76,3.5
4533,0.7,2768,5.73,5.76,3.5
4534,0.7,2768,5.73,5.76,3.5
4535,0.7,2768,5.73,5.76,3.5
4536,0.7,2768,5.73,5.76,3.5
4537,0.7,2768,5.73,5.76,3.5
4538,0.7,2768,5.73,5.76,3.5
4539,0.7,2768,5.73,5.76,3.5
4540,1.174011,6757.4395,6.851761,6.9021354,4.205699
4541,0.71,2768,5.71,5.67,3.51
4542,0.71,2768,5.71,5.67,3.51
4543,0.71,2768,5.71,5.67,3.51
4544,0.71,2768,5.71,5.67,3.51
4545,0.71,2768,5.71,5.67,3.51
4546,0.71,2768,5.71,5.67,3.51
4547,0.71,2768,5.71,5.67,3.51
4548,0.71,2768,5.71,5.67,3.51
4549,0.71,2768,5.71,5.67,3.51
4550,1.184011,6757.4395,6.831761,6.812135,4.215699
4551,0.74,2769,5.82,5.86,3.57
4552,0.74,2769,5.82,5.86,3.57
4553,0.74,2769,5.82,5.86,3.57
4554,0.74,2769,5.82,5.86,3.57
4555,0.74,2769,5.82,5.86,3.57
4556,0.74,2769,5.82,5.86,3.57
4557,0.74,2769,5.82,5.86,3.57
4558,0.74,2769,5.82,5.86,3.57
4559,0.74,2769,5.82,5.86,3.57
4560,1.214011,6758.4395,6.941761,7.0021353,4.275699
4561,0.71,2770,5.65,5.61,3.52
4562,0.71,2770,5.65,5.61,3.52
4563,0.71,2770,5.65,5.61,3.52
4564,0.71,2770,5.65,5.61,3.52
4565,0.71,2770,5.65,5.61,3.52
4566,0.71,2770,5.65,5.61,3.52
4567,0.71,2770,5.65,5.61,3.52
4568,0.71,2770,5.65,5.61,3.52
4569,0.71,2770,5.65,5.61,3.52
4570,1.184011,6759.4395,6.771761,6.7521353,4.225699
4571,0.73,2770,5.83,5.76,3.56
4572,0.73,2770,5.83,5.76,3.56
4573,0.73,2770,5.83,5.76,3.56
4574,0.73,2770,5.83,5.76,3.56
4575,0.73,2770,5.83,5.76,3.56
4576,0.73,2770,5.83,5.76,3.56
4577,0.73,2770,5.83,5.76,3.56
4578,0.73,2770,5.83,5.76,3.56
4579,0.73,2770,5.83,5.76,3.56
4580,1.204011,6759.4395,6.951761,6.9021354,4.265699
4581,0.76,2770,5.79,5.81,3.65
4582,0.76,2770,5.79,5.81,3.65
4583,0.76,2770,5.79,5.81,3.65
4584,0.76,2770,5.79,5.81,3.65
4585,0.76,2770,5.79,5.81,3.65
4586,0.76,2770,5.79,5.81,3.65
4587,0.76,2770,5.79,5.81,3.65
4588,0.76,2770,5.79,5.81,3.65
4589,0.76,2770,5.79,5.81,3.65
4590,1.2340109,6759.4395,6.911761,6.952135,4.355699
4591,0.76,2770,5.78,5.83,3.62
4592,0.76,2770,5.78,5.83,3.62
4593,0.76,2770,5.78,5.83,3.62
4594,0.76,2770,5.78,5.83,3.62
4595,0.76,2770,5.78,5.83,3.62
4596,0.76,2770,5.78,5.83,3.62
4597,0.76,2770,5.78,5.83,3.62
4598,0.76,2770,5.78,5.83,3.62
4599,0.76,2770,5.78,5.83,3.62
4600,1.2340109,6759.4395,6.901761,6.972135,4.325699
4601,0.71,2770,5.77,5.8,3.51
4602,0.71,2770,5.77,5.8,3.51
4603,0.71,2770,5.77,5.8,3.51
4604,0.71,2770,5.77,5.8,3.51
4605,0.71,2770,5.77,5.8,3.51
4606,0.71,2770,5.77,5.8,3.51
4607,0.71,2770,5.77,5.8,3.51
4608,0.71,2770,5.77,5.8,3.51
4609,0.71,2770,5.77,5.8,3.51
4610,1.184011,6759.4395,6.891761,6.9421353,4.215699
4611,0.73,2770,5.87,5.82,3.55
4612,0.73,2770,5.87,5.82,3.55
4613,0.73,2770,5.87,5.82,3.55
4614,0.73,2770,5.87,5.82,3.55
4615,0.73,2770,5.87,5.82,3.55
4616,0.73,2770,5.87,5.82,3.55
4617,0.73,2770,5.87,5.82,3.55
4618,0.73,2770,5.87,5.82,3.55
4619,0.73,2770,5.87,5.82,3.55
4620,1.204011,6759.4395,6.9917607,6.9621353,4.255699
4621,0.73,2770,5.79,5.75,3.55
4622,0.73,2770,5.79,5.75,3.55
4623,0.73,2770,5.79,5.75,3.55
4624,0.73,2770,5.79,5.75,3.55
4625,0.73,2770,5.79,5.75,3.55
4626,0.73,2770,5.79,5.75,3.55
4627,0.73,2770,5.79,5.75,3.55
4628,0.73,2770,5.79,5.75,3.55
4629,0.73,2770,5.79,5.75,3.55
4630,1.204011,6759.4395,6.911761,6.892135,4.255699
4631,0.73,2770,5.92,5.89,3.54
4632,0.73,2770,5.92,5.89,3.54
4633,0.73,2770,5.92,5.89,3.54
4634,0.73,2770,5.92,5.89,3.54
4635,0.73,2770,5.92,5.89,3.54
4636,0.73,2770,5.92,5.89,3.54
4637,0.73,2770,5.92,5.89,3.54
4638,0.73,2770,5.92,5.89,3.54
4639,0.73,2770,5.92,5.89,3.54
4640,1.204011,6759.4395,7.041761,7.032135,4.245699
4641,0.73,2770,5.92,5.87,3.49
4642,0.73,2770,5.92,5.87,3.49
4643,0.73,2770,5.92,5.87,3.49
4644,0.73,2770,5.92,5.87,3.49
4645,0.73,2770,5.92,5.87,3.49
4646,0.73,2770,5.92,5.87,3.49
4647,0.73,2770,5.92,5.87,3.49
4648,0.73,2770,5.92,5.87,3.49
4649,0.73,2770,5.92,5.87,3.49
4650,1.204011,6759.4395,7.041761,7.012135,4.195699
4651,0.72,2771,5.81,5.83,3.51
4652,0.72,2771,5.81,5.83,3.51
4653,0.72,2771,5.81,5.83,3.51
4654,0.72,2771,5.81,5.83,3.51
4655,0.72,2771,5.81,5.83,3.51
4656,0.72,2771,5.81,5.83,3.51
4657,0.72,2771,5.81,5.83,3.51
4658,0.72,2771,5.81,5.83,3.51
4659,0.72,2771,5.81,5.83,3.51
4660,1.194011,6760.4395,6.931761,6.972135,4.215699
4661,0.73,2771,5.79,5.82,3.58
4662,0.73,2771,5.79,5.82,3.58
4663,0.73,2771,5.79,5.82,3.58
4664,0.73,2771,5.79,5.82,3.58
4665,0.73,2771,5.79,5.82,3.58
4666,0.73,2771,5.79,5.82,3.58
4667,0.73,2771,5.79,5.82,3.58
4668,0.73,2771,5.79,5.82,3.58
4669,0.73,2771,5.79,5.82,3.58
4670,1.204011,6760.4395,6.911761,6.9621353,4.285699
4671,0.71,2771,5.73,5.77,3.56
4672,0.71,2771,5.73,5.77,3.56
4673,0.71,2771,5.73,5.77,3.56
4674,0.71,2771,5.73,5.77,3.56
4675,0.71,2771,5.73,5.77,3.56
4676,0.71,2771,5.73,5.77,3.56
4677,0.71,2771,5.73,5.77,3.56
4678,0.71,2771,5.73,5.77,3.56
4679,0.71,2771,5.73,5.77,3.56
4680,1.184011,6760.4395,6.851761,6.912135,4.265699
4681,0.79,2771,5.97,5.92,3.68
4682,0.79,2771,5.97,5.92,3.68
4683,0.79,2771,5.97,5.92,3.68
4684,0.79,2771,5.97,5.92,3.68
4685,0.79,2771,5.97,5.92,3.68
4686,0.79,2771,5.97,5.92,3.68
4687,0.79,2771,5.97,5.92,3.68
4688,0.79,2771,5.97,5.92,3.68
4689,0.79,2771,5.97,5.92,3.68
4690,1.264011,6760.4395,7.0917606,7.062135,4.3856993
4691,0.73,2772,5.83,5.89,3.54
4692,0.73,2772,5.83,5.89,3.54
4693,0.73,2772,5.83,5.89,3.54
4694,0.73,2772,5.83,5.89,3.54
4695,0.73,2772,5.83,5.89,3.54
4696,0.73,2772,5.83,5.89,3.54
4697,0.73,2772,5.83,5.89,3.54
4698,0.73,2772,5.83,5.89,3.54
4699,0.73,2772,5.83,5.89,3.54
4700,1.204011,6761.4395,6.951761,7.032135,4.245699
4701,0.8,2772,6.01,6.03,3.67
4702,0.8,2772,6.01,6.03,3.67
4703,0.8,2772,6.01,6.03,3.67
4704,0.8,2772,6.01,6.03,3.67
4705,0.8,2772,6.01,6.03,3.67
4706,0.8,2772,6.01,6.03,3.67
4707,0.8,2772,6.01,6.03,3.67
4708,0.8,2772,6.01,6.03,3.67
4709,0.8,2772,6.01,6.03,3.67
4710,1.274011,6761.4395,7.131761,7.1721354,4.375699
4711,0.58,2772,5.39,5.44,3.33
4712,0.58,2772,5.39,5.44,3.33
4713,0.58,2772,5.39,5.44,3.33
4714,0.58,2772,5.39,5.44,3.33
4715,0.58,2772,5.39,5.44,3.33
4716,0.58,2772,5.39,5.44,3.33
4717,0.58,2772,5.39,5.44,3.33
4718,0.58,2772,5.39,5.44,3.33
4719,0.58,2772,5.39,5.44,3.33
4720,1.054011,6761.4395,6.5117607,6.582135,4.035699
4721,0.58,2772,5.33,5.37,3.3
4722,0.58,2772,5.33,5.37,3.3
4723,0.58,2772,5.33,5.37,3.3
4724,0.58,2772,5.33,5.37,3.3
4725,0.58,2772,5.33,5.37,3.3
4726,0.58,2772,5.33,5.37,3.3
4727,0.58,2772,5.33,5.37,3.3
4728,0.58,2772,5.33,5.37,3.3
4729,0.58,2772,5.33,5.37,3.3
4730,1.054011,6761.4395,6.451761,6.512135,4.005699
4731,0.71,2772,5.8,5.88,3.46
4732,0.71,2772,5.8,5.88,3.46
4733,0.71,2772,5.8,5.88,3.46
4734,0.71,2772,5.8,5.88,3.46
4735,0.71,2772,5.8,5.88,3.46
4736,0.71,2772,5.8,5.88,3.46
4737,0.71,2772,5.8,5.88,3.46
4738,0.71,2772,5.8,5.88,3.46
4739,0.71,2772,5.8,5.88,3.46
4740,1.184011,6761.4395,6.921761,7.0221353,4.165699
4741,0.75,2773,5.85,5.89,3.6
4742,0.75,2773,5.85,5.89,3.6
4743,0.75,2773,5.85,5.89,3.6
4744,0.75,2773,5.85,5.89,3.6
4745,0.75,2773,5.85,5.89,3.6
4746,0.75,2773,5.85,5.89,3.6
4747,0.75,2773,5.85,5.89,3.6
4748,0.75,2773,5.85,5.89,3.6
4749,0.75,2773,5.85,5.89,3.6
4750,1.224011,6762.4395,6.9717607,7.032135,4.305699
4751,0.7,2773,5.87,5.78,3.38
4752,0.7,2773,5.87,5.78,3.38
4753,0.7,2773,5.87,5.78,3.38
4754,0.7,2773,5.87,5.78,3.38
4755,0.7,2773,5.87,5.78,3.38
4756,0.7,2773,5.87,5.78,3.38
4757,0.7,2773,5.87,5.78,3.38
4758,0.7,2773,5.87,5.78,3.38
4759,0.7,2773,5.87,5.78,3.38
4760,1.174011,6762.4395,6.9917607,6.9221354,4.085699
4761,1.17,2774,6.83,6.9,4.13
4762,1.17,2774,6.83,6.9,4.13
4763,1.17,2774,6.83,6.9,4.13
4764,1.17,2774,6.83,6.9,4.13
4765,1.17,2774,6.83,6.9,4.13
4766,1.17,2774,6.83,6.9,4.13
4767,1.17,2774,6.83,6.9,4.13
4768,1.17,2774,6.83,6.9,4.13
4769,1.17,2774,6.83,6.9,4.13
4770,1.644011,6763.4395,7.951761,8.042135,4.835699
4771,0.6,2774,5.41,5.44,3.35
4772,0.6,2774,5.41,5.44,3.35
4773,0.6,2774,5.41,5.44,3.35
4774,0.6,2774,5.41,5.44,3.35
4775,0.6,2774,5.41,5.44,3.35
4776,0.6,2774,5.41,5.44,3.35
4777,0.6,2774,5.41,5.44,3.35
4778,0.6,2774,5.41,5.44,3.35
4779,0.6,2774,5.41,5.44,3.35
4780,1.0740111,6763.4395,6.5317607,6.582135,4.055699
4781,0.7,2774,5.68,5.74,3.58
4782,0.7,2774,5.68,5.74,3.58
4783,0.7,2774,5.68,5.74,3.58
4784,0.7,2774,5.68,5.74,3.58
4785,0.7,2774,5.68,5.74,3.58
4786,0.7,2774,5.68,5.74,3.58
4787,0.7,2774,5.68,5.74,3.58
4788,0.7,2774,5.68,5.74,3.58
4789,0.7,2774,5.68,5.74,3.58
4790,1.174011,6763.4395,6.8017607,6.882135,4.285699
4791,0.83,2774,5.85,5.88,3.79
4792,0.83,2774,5.85,5.88,3.79
4793,0.83,2774,5.85,5.88,3.79
4794,0.83,2774,5.85,5.88,3.79
4795,0.83,2774,5.85,5.88,3.79
4796,0.83,2774,5.85,5.88,3.79
4797,0.83,2774,5.85,5.88,3.79
4798,0.83,2774,5.85,5.88,3.79
4799,0.83,2774,5.85,5.88,3.79
4800,1.304011,6763.4395,6.9717607,7.0221353,4.495699
4801,0.74,2775,5.8,5.84,3.57
4802,0.74,2775,5.8,5.84,3.57
4803,0.74,2775,5.8,5.84,3.57
4804,0.74,2775,5.8,5.84,3.57
4805,0.74,2775,5.8,5.84,3.57
4806,0.74,2775,5.8,5.84,3.57
4807,0.74,2775,5.8,5.84,3.57
4808,0.74,2775,5.8,5.84,3.57
4809,0.74,2775,5.8,5.84,3.57
4810,1.214011,6764.4395,6.921761,6.9821353,4.275699
4811,0.72,2776,5.62,5.69,3.61
4812,0.72,2776,5.62,5.69,3.61
4813,0.72,2776,5.62,5.69,3.61
4814,0.72,2776,5.62,5.69,3.61
4815,0.72,2776,5.62,5.69,3.61
4816,0.72,2776,5.62,5.69,3.61
4817,0.72,2776,5.62,5.69,3.61
4818,0.72,2776,5.62,5.69,3.61
4819,0.72,2776,5.62,5.69,3.61
4820,1.194011,6765.4395,6.7417607,6.832135,4.315699
4821,0.71,2776,5.74,5.68,3.58
4822,0.71,2776,5.74,5.68,3.58
4823,0.71,2776,5.74,5.68,3.58
4824,0.71,2776,5.74,5.68,3.58
4825,0.71,2776,5.74,5.68,3.58
4826,0.71,2776,5.74,5.68,3.58
4827,0.71,2776,5.74,5.68,3.58
4828,0.71,2776,5.74,5.68,3.58
4829,0.71,2776,5.74,5.68,3.58
4830,1.184011,6765.4395,6.8617606,6.822135,4.285699
4831,0.71,2776,5.79,5.62,3.55
4832,0.71,2776,5.79,5.62,3.55
4833,0.71,2776,5.79,5.62,3.55
4834,0.71,2776,5.79,5.62,3.55
4835,0.71,2776,5.79,5.62,3.55
4836,0.71,2776,5.79,5.62,3.55
4837,0.71,2776,5.79,5.62,3.55
4838,0.71,2776,5.79,5.62,3.55
4839,0.71,2776,5.79,5.62,3.55
4840,1.184011,6765.4395,6.911761,6.762135,4.255699
4841,0.54,2776,5.25,5.27,3.24
4842,0.54,2776,5.25,5.27,3.24
4843,0.54,2776,5.25,5.27,3.24
4844,0.54,2776,5.25,5.27,3.24
4845,0.54,2776,5.25,5.27,3.24
4846,0.54,2776,5.25,5.27,3.24
4847,0.54,2776,5.25,5.27,3.24
4848,0.54,2776,5.25,5.27,3.24
4849,0.54,2776,5.25,5.27,3.24
4850,1.014011,6765.4395,6.371761,6.412135,3.945699
4851,0.54,2776,5.24,5.26,3.23
4852,0.54,2776,5.24,5.26,3.23
4853,0.54,2776,5.24,5.26,3.23
4854,0.54,2776,5.24,5.26,3.23
4855,0.54,2776,5.24,5.26,3.23
4856,0.54,2776,5.24,5.26,3.23
4857,0.54,2776,5.24,5.26,3.23
4858,0.54,2776,5.24,5.26,3.23
4859,0.54,2776,5.24,5.26,3.23
4860,1.014011,6765.4395,6.3617606,6.4021354,3.935699
4861,0.72,2776,5.72,5.75,3.55
4862,0.72,2776,5.72,5.75,3.55
4863,0.72,2776,5.72,5.75,3.55
4864,0.72,2776,5.72,5.75,3.55
4865,0.72,2776,5.72,5.75,3.55
4866,0.72,2776,5.72,5.75,3.55
4867,0.72,2776,5.72,5.75,3.55
4868,0.72,2776,5.72,5.75,3.55
4869,0.72,2776,5.72,5.75,3.55
4870,1.194011,6765.4395,6.8417606,6.892135,4.255699
4871,0.72,2776,5.79,5.82,3.53
4872,0.72,2776,5.79,5.82,3.53
4873,0.72,2776,5.79,5.82,3.53
4874,0.72,2776,5.79,5.82,3.53
4875,0.72,2776,5.79,5.82,3.53
4876,0.72,2776,5.79,5.82,3.53
4877,0.72,2776,5.79,5.82,3.53
4878,0.72,2776,5.79,5.82,3.53
4879,0.72,2776,5.79,5.82,3.53
4880,1.194011,6765.4395,6.911761,6.9621353,4.235699
4881,0.72,2776,5.8,5.84,3.47
4882,0.72,2776,5.8,5.84,3.47
4883,0.72,2776,5.8,5.84,3.47
4884,0.72,2776,5.8,5.84,3.47
4885,0.72,2776,5.8,5.84,3.47
4886,0.72,2776,5.8,5.84,3.47
4887,0.72,2776,5.8,5.84,3.47
4888,0.72,2776,5.8,5.84,3.47
4889,0.72,2776,5.8,5.84,3.47
4890,1.194011,6765.4395,6.921761,6.9821353,4.175699
4891,0.71,2776,5.8,5.76,3.5
4892,0.71,2776,5.8,5.76,3.5
4893,0.71,2776,5.8,5.76,3.5
4894,0.71,2776,5.8,5.76,3.5
4895,0.71,2776,5.8,5.76,3.5
4896,0.71,2776,5.8,5.76,3.5
4897,0.71,2776,5.8,5.76,3.5
4898,0.71,2776,5.8,5.76,3.5
4899,0.71,2776,5.8,5.76,3.5
4900,1.184011,6765.4395,6.921761,6.9021354,4.205699
4901,0.7,2777,5.66,5.73,3.57
4902,0.7,2777,5.66,5.73,3.57
4903,0.7,2777,5.66,5.73,3.57
4904,0.7,2777,5.66,5.73,3.57
4905,0.7,2777,5.66,5.73,3.57
4906,0.7,2777,5.66,5.73,3.57
4907,0.7,2777,5.66,5.73,3.57
4908,0.7,2777,5.66,5.73,3.57
4909,0.7,2777,5.66,5.73,3.57
4910,1.174011,6766.4395,6.7817607,6.872135,4.275699
4911,0.71,2777,5.67,5.7,3.53
4912,0.71,2777,5.67,5.7,3.53
4913,0.71,2777,5.67,5.7,3.53
4914,0.71,2777,5.67,5.7,3.53
4915,0.71,2777,5.67,5.7,3.53
4916,0.71,2777,5.67,5.7,3.53
4917,0.71,2777,5.67,5.7,3.53
4918,0.71,2777,5.67,5.7,3.53
4919,0.71,2777,5.67,5.7,3.53
4920,1.184011,6766.4395,6.791761,6.842135,4.235699
4921,0.71,2777,5.64,5.69,3.56
4922,0.71,2777,5.64,5.69,3.56
